	CH2500	CH2502	CH2522	F1659
PA14_61330,mgtC	0	1	7	21
PA14_61340	11	27	30	10
PA14_61350	16	32	36	17
PA14_61360	251	200	440	269
PA14_61370	6	9	21	6
PA14_61380	52	106	55	137
PA14_61390	149	166	243	140
PA14_61400,mqoB	505	539	830	643
PA14_61410	6	57	27	53
PA14_61430	7	27	29	15
PA14_61440	72	110	185	116
PA14_61450	11	16	25	27
PA14_61460,hpt	52	83	140	103
PA14_61470,upp	126	171	247	225
PA14_61480,uraA	121	187	278	263
PA14_61500	24	39	25	126
PA14_61510	1	1	3	18
PA14_61520	2	9	4	48
PA14_61530,csuC	5	11	7	30
PA14_61540,csuD	12	27	12	134
PA14_61550	16	27	9	105
PA14_61560	6	19	17	51
PA14_61580,hemH	143	113	202	158
PA14_61590	122	117	160	132
PA14_61600	86	137	160	166
PA14_61610	92	114	94	138
PA14_61620	38	55	38	100
PA14_61640,phr	63	106	114	140
PA14_61650,pagL	293	166	223	355
PA14_61660,murI	181	117	235	174
PA14_61670,moeB	121	85	149	111
PA14_61680	166	154	295	207
PA14_61700,prfA	246	194	347	235
PA14_61710,hemA	206	185	363	211
PA14_61720	412	524	656	517
PA14_61740,lolB	111	210	209	159
PA14_61750,ipk	266	255	364	265
PA14_61760	33	22	45	24
PA14_61770,prs	409	243	603	306
PA14_61780,rplY	381	255	468	313
PA14_61790,pth	95	44	156	90
PA14_61820,ychF	191	76	306	190
PA14_61830	4	7	16	18
PA14_61840,vapI	35	88	82	78
PA14_61850,iutA	306	222	375	429
PA14_61860,yadF	71	98	195	145
PA14_61870	7	5	13	111
PA14_61880,rimI	11	16	34	40
PA14_61890	97	82	185	70
PA14_61910	7	10	5	31
PA14_61920	18	43	7	89
PA14_61940	41	70	21	167
PA14_61950	126	104	9	87
PA14_61960	180	150	377	220
PA14_61980	170	134	246	237
PA14_61990	515	331	777	643
PA14_62000,hitA	290	455	479	412
PA14_62010,hitB	104	141	197	179
PA14_62020	281	340	335	471
PA14_62030	65	92	124	127
PA14_62040	78	152	148	139
PA14_62050,5S-rRNA	2	8	2	7
PA14_62060,23S-rRNA	639	1127	977	1462
PA14_62070	37	22	45	35
PA14_62080	52	49	58	48
PA14_62090,16S-rRNA	217	395	342	642
PA14_62100	90	141	96	125
PA14_62110	166	286	240	249
PA14_62120,pssA	178	194	337	172
PA14_62130,ilvC	531	536	655	558
PA14_62150,ilvH	277	250	285	256
PA14_62160,ilvI	663	632	872	667
PA14_62170	147	140	125	120
PA14_62180	44	30	57	38
PA14_62190	174	204	361	142
PA14_62200,mrcB	339	354	570	424
PA14_62230	313	371	501	484
PA14_62240	3	18	11	38
PA14_62250	13	22	7	54
PA14_62260	177	76	17	66
PA14_62270,phuW	90	123	209	170
PA14_62280,hmuV	14	48	87	43
PA14_62290,phuU	31	62	78	85
PA14_62300,phuT	30	86	60	91
PA14_62330,phuS	50	73	44	98
PA14_62350,phuR	72	71	40	328
PA14_62360	31	48	45	34
PA14_62370	22	23	19	34
PA14_62380	12	21	17	48
PA14_62390	73	111	136	94
PA14_62400,yfdZ	221	254	359	244
PA14_62410	95	177	150	139
PA14_62420	102	248	181	290
PA14_62430	52	57	90	25
PA14_62440,yieG	107	89	187	203
PA14_62450,trmA	126	114	211	194
PA14_62470,sfsA	81	107	141	101
PA14_62480,aspC	123	200	252	176
PA14_62490,dksA	236	228	286	270
PA14_62510,yadB	34	20	56	51
PA14_62520	11	16	22	26
PA14_62530,cbrA	293	364	457	514
PA14_62540,cbrB	319	466	492	477
PA14_62560,pcnB	326	316	519	340
PA14_62570,folK	24	27	45	27
PA14_62580,panB	212	201	377	259
PA14_62590,panC	165	182	309	185
PA14_62600,panD	42	47	78	60
PA14_62620,pgi	361	570	639	511
PA14_62630,acsB	204	338	245	323
PA14_62640	59	107	110	82
PA14_62650	473	859	743	1106
PA14_62660	39	62	82	65
PA14_62670	6	11	26	28
PA14_62680	88	64	18	141
PA14_62690	318	300	201	350
PA14_62710,pnp	964	960	1174	1078
PA14_62720,rpsO	163	152	204	156
PA14_62730,truB	364	250	424	345
PA14_62740,rbfA	80	58	111	91
PA14_62760,infB	1350	1043	1683	1315
PA14_62770,nusA	809	714	1043	859
PA14_62780,yhbC	134	134	215	148
PA14_62790	25	27	29	27
PA14_62800	60	60	60	62
PA14_62810,secG	277	292	313	294
PA14_62830,tpiA	480	409	601	460
PA14_62840,glmM	542	563	837	582
PA14_62850,folP	308	303	385	336
PA14_62860,ftsH	863	1041	1276	1057
PA14_62870,rrmJ	135	121	207	148
PA14_62880,yhbY	40	50	75	87
PA14_62890	143	129	173	145
PA14_62900,greA	112	118	189	128
PA14_62910,carB	804	943	1444	1182
PA14_62920,yeaS	139	187	254	227
PA14_62930,carA	248	340	518	351
PA14_62940,dapB	142	241	376	98
PA14_62960,dnaJ	342	502	710	207
PA14_62970,dnaK	1215	1245	1771	750
PA14_62990,grpE	345	302	529	243
PA14_63010,recN	147	181	196	301
PA14_63020,fur	125	149	214	158
PA14_63030,omlA	198	198	286	255
PA14_63040,yfjF	10	25	30	28
PA14_63050,yfjG	94	116	147	132
PA14_63060,smpB	124	97	207	97
PA14_63070,pdhR	130	158	248	163
PA14_63080,lldP	116	54	61	184
PA14_63090,lldD	46	46	64	75
PA14_63100	105	96	182	196
PA14_63110	44	17	25	61
PA14_63120	69	37	22	73
PA14_63130	57	59	55	90
PA14_63150,pmrA	37	28	38	44
PA14_63160,pmrB	54	67	79	139
PA14_63170,cueR	46	58	75	180
PA14_63190	10	31	25	52
PA14_63200	55	77	105	94
PA14_63210	36	135	49	168
PA14_63220	13	8	7	20
PA14_63230,yedA	23	26	32	31
PA14_63240	29	24	21	58
PA14_63250,yfcY	45	87	48	253
PA14_63270,fabG	65	122	79	228
PA14_63280	228	304	265	232
PA14_63290,phaJ3	15	33	14	92
PA14_63300	18	20	45	29
PA14_63310,smtA	36	34	76	49
PA14_63320	46	52	62	54
PA14_63330	22	52	54	66
PA14_63340	173	242	228	244
PA14_63350	66	87	115	107
PA14_63360	53	82	123	58
PA14_63370	17	23	39	35
PA14_63380	38	46	74	96
PA14_63390	10	13	31	34
PA14_63410	50	54	71	64
PA14_63420	22	20	23	21
PA14_63430	34	45	83	31
PA14_63440	10	0	0	70
PA14_63450	47	0	0	74
PA14_63460	6	1	8	12
PA14_63470	61	67	74	61
PA14_63480	29	54	49	100
PA14_63500	18	23	25	104
PA14_63520	47	49	44	113
PA14_63530,selB	199	279	415	209
PA14_63540,selA	168	244	339	234
PA14_63550,fdhE	134	130	237	124
PA14_63570,fdnI	199	161	303	232
PA14_63580,fdnH	388	383	590	442
PA14_63605,fdnG	1191	1227	1923	1467
PA14_63620,lipC	5	5	8	43
PA14_63640,fadH2	3	6	5	64
PA14_63650	22	22	39	36
PA14_63660	30	51	56	38
PA14_63680	8	5	20	66
PA14_63700	8	6	7	51
PA14_63710,gtrB	3	6	10	44
PA14_63720	1	2	1	20
PA14_63730	13	26	74	49
PA14_63740	1	1	2	3
PA14_63750	8	6	10	45
PA14_63770	1	1	2	6
PA14_63780	1	3	7	12
PA14_63800,mgtA	24	32	47	161
PA14_63820	16	9	14	24
PA14_63830	24	42	39	75
PA14_63840	3	8	1	20
PA14_63850,lpd3	49	117	63	181
PA14_63860	3	3	4	13
PA14_63880	36	47	69	40
PA14_63890	19	19	33	42
PA14_63900	48	75	84	98
PA14_63910	15	24	18	62
PA14_63920	28	22	31	65
PA14_63940	19	30	24	71
PA14_63960	55	65	39	231
PA14_63970	76	79	104	182
PA14_63990,speA	151	156	330	305
PA14_64000	54	26	79	40
PA14_64010	36	59	93	78
PA14_64030	241	391	493	345
PA14_64050	254	685	579	149
PA14_64060,ctpL	11	48	50	61
PA14_64080,dipZ	122	115	253	195
PA14_64090,aroQ1	207	221	296	245
PA14_64100,accB	301	315	395	337
PA14_64110,accC	573	579	821	704
PA14_64120	9	13	24	38
PA14_64140,prmA	77	84	174	114
PA14_64170	258	239	391	251
PA14_64180,yhdG	437	297	527	360
PA14_64190,fis	122	91	168	98
PA14_64200,purH	347	214	482	334
PA14_64220,purD	133	58	212	124
PA14_64230,retS	338	499	535	501
PA14_64240	9	31	41	32
PA14_64260	2	2	1	18
PA14_64270	22	19	15	132
PA14_64280	8	7	6	60
PA14_64290	6	7	7	54
PA14_64300	14	20	16	81
PA14_64310	4	9	15	39
PA14_64320	48	55	134	64
PA14_64335,ureD	86	118	244	74
PA14_64350,ureA	34	40	85	41
PA14_64360,yncA	50	61	166	84
PA14_64370,ureB	44	44	138	77
PA14_64390,ureC	118	139	411	241
PA14_64400	10	20	30	81
PA14_64410,ybiI	28	39	52	45
PA14_64420	9	12	32	18
PA14_64430	18	1	2	50
PA14_64440,bcpA	77	117	156	129
PA14_64450,yegD	11	19	29	61
PA14_64460,psiF	104	187	134	190
PA14_64470	43	33	48	86
PA14_64480,osmE	53	50	37	130
PA14_64490	44	41	21	103
PA14_64500	50	83	103	116
PA14_64510,yhjG	147	279	216	487
PA14_64520	207	278	147	453
PA14_64530	7	6	3	21
PA14_64540	17	17	19	90
PA14_64550	10	20	6	51
PA14_64560	2	3	7	23
PA14_64570,irlR	29	56	58	59
PA14_64580	36	79	52	122
PA14_64590	23	33	58	63
PA14_64610	41	92	41	102
PA14_64620	29	66	43	25
PA14_64640	21	34	78	55
PA14_64650,ureE	2	11	5	19
PA14_64660,ureF	7	14	24	32
PA14_64670,ureG	16	43	33	70
PA14_64680,ureJ	3	16	12	6
PA14_64690	8	8	6	27
PA14_64700	14	7	5	24
PA14_64710	64	86	57	365
PA14_64720,opdK	33	21	18	114
PA14_64740,pchA	47	79	60	116
PA14_64750,benK	25	40	37	63
PA14_64770,mdlC	14	19	18	54
PA14_64780	18	24	25	53
PA14_64790,vanK	11	16	23	29
PA14_64800,vanA	13	18	17	68
PA14_64810,vanB	7	9	5	38
PA14_64820,vanR	62	113	106	72
PA14_64840	149	276	295	215
PA14_64850	13	20	15	35
PA14_64860,livF	25	30	20	62
PA14_64870	16	32	13	72
PA14_64880,braE	9	20	4	72
PA14_64890	15	16	7	105
PA14_64900	76	118	43	151
PA14_64910	46	63	57	126
PA14_64920	87	309	143	435
PA14_64930	27	31	55	21
PA14_64940	113	120	157	97
PA14_64950,pncA	216	151	142	237
PA14_64960,pncB1	209	245	258	451
PA14_64980,nadE	140	275	324	290
PA14_64990	19	24	36	41
PA14_65000,azu	309	372	389	348
PA14_65010	48	34	87	67
PA14_65030	35	58	97	87
PA14_65040	7	37	8	87
PA14_65050	21	77	52	79
PA14_65060	42	139	109	138
PA14_65080,ygiR	226	231	570	365
PA14_65090	15	264	106	94
PA14_65110,alr	59	41	104	45
PA14_65130,dnaB	223	241	382	265
PA14_65150,rplI	183	144	236	139
PA14_65160	569	429	645	388
PA14_65170,rpsR	185	157	205	175
PA14_65180,rpsF	318	261	369	301
PA14_65190,yjfH	104	171	188	119
PA14_65200,rnr	965	1254	1317	1192
PA14_65210	58	53	76	67
PA14_65220	35	35	52	52
PA14_65230,purA	381	409	483	386
PA14_65250,hisZ	282	306	439	258
PA14_65260	82	81	96	73
PA14_65270,hflC	435	504	605	454
PA14_65280,hflK	756	818	967	756
PA14_65300,hflX	618	663	879	568
PA14_65310,hfq	173	190	224	183
PA14_65320,miaA	328	361	409	339
PA14_65350,mutL	321	467	633	473
PA14_65370,amiB	287	409	474	385
PA14_65380	79	99	137	117
PA14_65390,yjeF	197	257	365	180
PA14_65400,yjeS	77	104	114	115
PA14_65410,orn	106	124	181	185
PA14_65420	81	86	154	136
PA14_65430,motB	200	319	264	272
PA14_65450,motA	157	187	289	183
PA14_65470	98	146	195	185
PA14_65480,rhdA	148	159	241	157
PA14_65500,psd	110	123	264	138
PA14_65520	313	353	350	396
PA14_65540,fimX	489	602	637	600
PA14_65560,serB	186	221	393	243
PA14_65570	238	337	413	325
PA14_65580,ybcI	8	9	12	27
PA14_65590	114	167	267	120
PA14_65605,parC	621	562	981	680
PA14_65630	136	116	164	122
PA14_65640	157	178	256	149
PA14_65660,parE	493	530	663	549
PA14_65670	107	149	184	152
PA14_65690,icc	70	81	88	91
PA14_65700	83	81	135	103
PA14_65710,aspP	190	208	319	165
PA14_65720	169	155	207	241
PA14_65740,thiC	153	160	207	328
PA14_65750,ompH	344	369	532	479
PA14_65760	17	32	31	40
PA14_65770,aspC	49	61	58	74
PA14_65795	44	33	24	76
PA14_65810	45	27	28	64
PA14_65820	74	39	21	96
PA14_65840	24	7	6	31
PA14_65850,rocE	10	10	13	90
PA14_65860	40	20	23	96
PA14_65870	57	23	28	34
PA14_65880,dmsR	82	45	48	71
PA14_65900	44	65	75	62
PA14_65920	43	17	18	53
PA14_65940	80	52	42	98
PA14_65950	34	29	56	61
PA14_65960,waaA	75	101	194	76
PA14_65970	18	23	46	31
PA14_65990,qacH	1	3	6	13
PA14_66000	82	120	192	104
PA14_66010	48	78	129	78
PA14_66020	64	132	111	122
PA14_66040	26	33	47	86
PA14_66050	22	25	51	43
PA14_66060,rfaE	319	297	470	278
PA14_66080,msbA	405	349	637	545
PA14_66090	162	139	202	110
PA14_66100	295	319	47	69
PA14_66110	250	302	307	245
PA14_66120	347	278	406	358
PA14_66140	301	261	399	286
PA14_66150	180	125	202	146
PA14_66160	191	220	376	179
PA14_66170	663	680	949	667
PA14_66190	226	215	285	185
PA14_66200,wapQ	154	132	179	129
PA14_66210,waaX	116	96	160	98
PA14_66220,waaP	142	112	193	148
PA14_66230,waaG	340	222	464	279
PA14_66240,waaC	294	168	337	228
PA14_66250,waaF	179	143	230	132
PA14_66260,ilvE	466	549	616	578
PA14_66270,glnE	448	567	676	517
PA14_66290,aceE	1328	1313	1701	1524
PA14_66310,aceF	701	589	1014	737
PA14_66320	436	660	657	676
PA14_66330,msrA	202	287	371	293
PA14_66340	33	64	94	89
PA14_66350	45	39	57	166
PA14_66380,cvrA	109	129	150	208
PA14_66400,aefA	370	446	482	698
PA14_66410	70	79	180	130
PA14_66420,ytnM	37	11	43	63
PA14_66440,metY	106	285	306	243
PA14_66450	13	30	21	37
PA14_66460	80	169	143	153
PA14_66480	193	306	316	335
PA14_66490,ynfL	34	25	38	53
PA14_66510,ynfM	20	63	42	113
PA14_66520	3	17	8	71
PA14_66530	2	6	3	37
PA14_66540	50	111	33	94
PA14_66550,hemE	148	161	399	201
PA14_66560,gltD	228	177	307	349
PA14_66570,gltB	535	383	638	789
PA14_66580	539	626	731	485
PA14_66600,aroB	333	335	422	309
PA14_66610,aroK	129	154	178	148
PA14_66620,pilQ	1191	1245	638	748
PA14_66630,pilP	353	310	169	202
PA14_66640,pilO	328	334	231	272
PA14_66650,pilN	273	292	236	220
PA14_66660,pilM	494	479	403	397
PA14_66670,ponA	346	429	437	513
PA14_66680,maeB	486	408	724	416
PA14_66690	241	179	290	283
PA14_66700	143	109	222	126
PA14_66710,rpmE	44	28	75	32
PA14_66720,priA	184	198	318	257
PA14_66750,argS	351	410	600	382
PA14_66760	111	107	178	101
PA14_66770,hslV	182	98	384	115
PA14_66790,hslU	386	327	860	277
PA14_66800	15	40	69	40
PA14_66820,phaC1	211	287	223	480
PA14_66830,phaD	50	72	68	115
PA14_66840,phaC2	54	177	67	601
PA14_66850,phaD	8	30	14	92
PA14_66875,phaF	359	487	485	418
PA14_66880,phaI	212	289	255	345
PA14_66890	75	95	92	75
PA14_66900,ubiE	130	178	316	163
PA14_66910	60	99	149	99
PA14_66920,ubiB	235	298	394	307
PA14_66940,hisI	136	148	196	156
PA14_66950,hisE	154	161	190	176
PA14_66960,tatA	145	187	190	182
PA14_66970,tatB	195	222	260	205
PA14_66980,tatC	111	131	180	141
PA14_66990	54	42	80	74
PA14_67010	69	79	199	131
PA14_67020	76	114	116	111
PA14_67030	53	67	105	79
PA14_67040	109	129	213	136
PA14_67050	271	356	438	324
PA14_67065,mdoH	464	438	648	599
PA14_67090,mdoG	750	757	939	946
PA14_67100,dtD	101	134	154	123
PA14_67110,pap	175	264	353	244
PA14_67120	8	21	18	50
PA14_67130,ybeJ	92	215	125	115
PA14_67140	20	68	13	42
PA14_67150	17	167	18	67
PA14_67170	59	92	73	99
PA14_67180	166	131	78	249
PA14_67190	122	237	227	328
PA14_67200	147	138	166	183
PA14_67210	178	198	106	120
PA14_67220	109	207	186	368
PA14_67230	60	168	173	292
PA14_67240,hutG	28	75	54	72
PA14_67250,hutI	35	61	57	76
PA14_67260	30	68	56	89
PA14_67270,proV	38	51	38	129
PA14_67280,proW	37	74	61	109
PA14_67300,proX	58	70	44	136
PA14_67310,hutT	21	31	14	109
PA14_67320,hutH	18	55	18	94
PA14_67340,codB	9	42	10	101
PA14_67350,hutU	31	119	34	125
PA14_67370	7	38	6	37
PA14_67380	8	16	14	64
PA14_67400	75	73	56	173
PA14_67410	10	30	41	26
PA14_67420,hutC	63	111	110	144
PA14_67440	36	37	23	94
PA14_67450,blc	42	81	84	140
PA14_67460	33	53	50	73
PA14_67470	35	44	90	71
PA14_67490,fbp	323	371	612	459
PA14_67500,gloA3	84	57	104	170
PA14_67510,estA	241	497	524	298
PA14_67520	133	251	385	192
PA14_67530	88	245	357	181
PA14_67540	28	49	67	49
PA14_67550	22	29	23	26
PA14_67560,typA	321	191	555	375
PA14_67580,thiI	166	121	385	204
PA14_67600,glnA	628	813	955	853
PA14_67620	2	10	31	11
PA14_67630	114	182	197	281
PA14_67640	93	109	95	134
PA14_67650	54	60	52	95
PA14_67670,ntrB	74	116	121	198
PA14_67680,ntrC	116	235	229	336
PA14_67700	39	90	74	69
PA14_67710,trmH	31	47	64	59
PA14_67720,secB	168	193	264	193
PA14_67740,grx	132	101	170	150
PA14_67750,yigN	109	123	209	123
PA14_67770,pgm	354	359	522	491
PA14_67780	12	18	23	27
PA14_67790	268	392	497	313
PA14_67810,ctpA	321	429	435	430
PA14_67820	74	103	124	97
PA14_67830	189	432	546	349
PA14_67840	113	178	124	118
PA14_67850	107	195	219	89
PA14_67860	151	41	62	76
PA14_67880,hisF1	164	136	213	158
PA14_67890,hisA	114	105	207	151
PA14_67900	57	46	73	63
PA14_67920,hisH	195	213	322	204
PA14_67930,hisB	228	224	351	274
PA14_67940	6	2	8	15
PA14_67960	27	29	40	26
PA14_67970	54	66	80	83
PA14_67975	421	583	799	596
PA14_67990,mutY	243	272	384	310
PA14_68000	95	108	151	113
PA14_68010	48	33	94	45
PA14_68020	81	99	119	120
PA14_68030	2	1	15	22
PA14_68040,fixR	48	120	78	123
PA14_68050	27	57	72	89
PA14_68060	455	413	404	344
PA14_68070	430	489	395	340
PA14_68080	122	117	87	85
PA14_68090	76	59	33	68
PA14_68100	26	9	26	36
PA14_68110	15	24	22	61
PA14_68120,opmG	31	52	62	95
PA14_68130,emrA	48	86	90	221
PA14_68140,emrB	50	45	43	261
PA14_68150	1	1	8	20
PA14_68170,rmlB	215	333	411	313
PA14_68190,rmlD	165	260	313	187
PA14_68200,rmlA	260	365	441	269
PA14_68210,rmlC	70	130	122	109
PA14_68230	196	296	301	395
PA14_68250	168	244	339	227
PA14_68260	674	673	630	462
PA14_68280	145	118	148	61
PA14_68290	274	140	168	137
PA14_68300,arcD	289	712	564	809
PA14_68330,arcA	461	682	541	884
PA14_68340,arcB	642	710	539	884
PA14_68350,arcC	289	395	259	553
PA14_68360	310	403	505	489
PA14_68370,cysQ	76	111	151	125
PA14_68380,nudE	132	156	208	128
PA14_68390	50	77	119	88
PA14_68400,ygaU	133	241	200	282
PA14_68420	42	69	85	60
PA14_68430,fdhD	7	2	2	74
PA14_68440	17	29	20	207
PA14_68450	73	131	117	158
PA14_68460	42	25	43	54
PA14_68470	29	31	35	62
PA14_68480	42	59	82	63
PA14_68490	12	18	16	55
PA14_68500,attL	27	53	60	97
PA14_68510	58	101	110	306
PA14_68530	31	46	48	87
PA14_68550	28	120	60	64
PA14_68560,drgA	53	125	117	62
PA14_68570	18	30	32	34
PA14_68580,pckA	555	441	832	564
PA14_68610,hslO	130	101	256	154
PA14_68620	74	51	153	76
PA14_68630,hslR	76	105	103	84
PA14_68640	28	41	47	60
PA14_68660,rimK	73	151	126	193
PA14_68670	99	141	150	186
PA14_68680,envZ	105	181	232	167
PA14_68700,ompR	146	205	278	177
PA14_68710,tex	427	297	728	421
PA14_68720	36	24	34	25
PA14_68730,gshA	280	316	605	387
PA14_68740,argA	207	239	332	265
PA14_68750,marC	15	13	25	63
PA14_68770,argE	132	249	230	243
PA14_68780	16	42	84	53
PA14_68800	55	136	196	121
PA14_68810	125	173	228	248
PA14_68820,gspE	410	463	504	528
PA14_68830	8	17	13	23
PA14_68840	51	66	54	136
PA14_68850,gcvP1	72	262	134	368
PA14_68860,gcvH1	107	153	204	125
PA14_68870,gcvT	310	333	508	347
PA14_68890	56	111	107	117
PA14_68900,fbpA	296	400	358	375
PA14_68920	31	49	34	68
PA14_68930	21	34	22	94
PA14_68940	26	33	39	60
PA14_68955	127	164	284	154
PA14_68970	80	92	159	123
PA14_68980,ubiH	149	280	409	229
PA14_69000,pepP	296	386	701	369
PA14_69010	165	219	301	192
PA14_69020	184	196	197	220
PA14_69030	81	116	143	124
PA14_69040	122	168	186	199
PA14_69050	53	88	80	101
PA14_69060,yhhJ	80	246	209	172
PA14_69070,yhiH	206	507	688	372
PA14_69090,yhiI	242	423	494	426
PA14_69100	62	74	106	108
PA14_69110	37	75	143	109
PA14_69130,glpT	20	26	50	141
PA14_69140,ubiB	200	253	240	238
PA14_69150,ubiD	248	332	442	337
PA14_69170	35	52	36	233
PA14_69190,rho	485	453	682	595
PA14_69200,trxA	153	166	206	178
PA14_69220,ppx	366	442	583	511
PA14_69230,ppk	727	1049	1236	865
PA14_69240,hemB	445	589	794	501
PA14_69250	31	37	87	64
PA14_69260,elbB	116	215	258	253
PA14_69270	8	11	23	41
PA14_69280	64	74	140	86
PA14_69300	74	153	141	146
PA14_69310	14	30	37	34
PA14_69320	110	114	157	186
PA14_69330	102	98	159	143
PA14_69340	272	371	572	327
PA14_69350	52	98	98	82
PA14_69370,algP	544	785	779	543
PA14_69380,fkl	57	55	58	98
PA14_69390,algQ	179	296	321	218
PA14_69400,dsbH	24	19	82	40
PA14_69420,hemY	225	370	401	312
PA14_69430,hemX	179	290	393	306
PA14_69440,hemD	108	156	236	149
PA14_69450,hemC	142	172	281	146
PA14_69470,algR	117	247	192	229
PA14_69480,algZ	203	302	223	309
PA14_69500,argH	315	472	606	450
PA14_69510	200	0	0	1
PA14_69520	306	1	0	0
PA14_69540	15	0	0	0
PA14_69550	10	26	33	102
PA14_69560,hcpB	39	53	54	104
PA14_69570,corA	259	258	335	341
PA14_69580	58	64	57	64
PA14_69590	160	197	231	208
PA14_69600	74	113	95	111
PA14_69610,cyaA	185	273	376	306
PA14_69620	38	68	91	82
PA14_69630,rnk	82	93	154	118
PA14_69640,cyaY	30	18	32	16
PA14_69660,lppL	50	76	81	61
PA14_69670,lysA	342	362	544	375
PA14_69690,dapF	208	290	387	201
PA14_69700	142	198	245	153
PA14_69710,xerC	101	189	219	134
PA14_69720	90	119	119	127
PA14_69740	4	10	7	56
PA14_69750	107	121	181	258
PA14_69760	9	19	26	63
PA14_69770	137	154	181	147
PA14_69780	136	111	215	127
PA14_69795,amtB	39	86	102	114
PA14_69810,glnK	204	257	266	267
PA14_69820	10	38	58	61
PA14_69840	56	117	140	157
PA14_69850,betT	153	134	371	199
PA14_69870,pchP	116	181	166	279
PA14_69880	30	31	45	60
PA14_69890	15	26	13	51
PA14_69900	258	275	340	249
PA14_69910,rep	278	263	569	429
PA14_69925,poxB	24	38	37	236
PA14_69940,xpt	147	116	263	179
PA14_69950	86	148	141	316
PA14_69970,cycB	132	150	244	114
PA14_69980	191	204	259	205
PA14_69990,dadX	220	263	314	265
PA14_70010	125	146	162	163
PA14_70040,dadA	618	713	827	739
PA14_70050	78	151	141	131
PA14_70060	70	115	124	130
PA14_70070	275	503	497	411
PA14_70080,lrp	200	199	201	186
PA14_70100	86	78	126	134
PA14_70110	60	113	151	184
PA14_70120	22	27	41	66
PA14_70140,aldH	360	426	470	461
PA14_70160,bioA	96	148	124	250
PA14_70170	22	31	21	49
PA14_70180,rpmG	61	44	69	65
PA14_70190,rpmB	209	194	231	197
PA14_70200	202	340	322	337
PA14_70220	5	16	15	20
PA14_70230,radC	23	73	79	42
PA14_70240,coaC	254	306	463	304
PA14_70260,dut	119	134	178	135
PA14_70270,algC	760	841	1188	1043
PA14_70280,argB	330	305	405	373
PA14_70290	41	119	86	115
PA14_70300	25	40	13	147
PA14_70310	7	22	19	139
PA14_70330	12	20	26	112
PA14_70340	1	3	0	33
PA14_70350	50	105	101	129
PA14_70360	119	191	286	134
PA14_70370,pyrE	215	245	340	224
PA14_70390,crc	268	263	358	245
PA14_70400	26	26	43	40
PA14_70420,rph	177	209	318	180
PA14_70430,yicC	113	118	276	143
PA14_70440,gmk	107	91	163	127
PA14_70450,rpoZ	84	111	142	101
PA14_70470,spoT	736	940	1064	934
PA14_70480	178	230	255	208
PA14_70490	159	214	302	192
PA14_70510	6	15	14	8
PA14_70530	33	50	81	73
PA14_70550	99	110	197	106
PA14_70560	214	257	370	269
PA14_70570,recG	383	514	607	484
PA14_70580	388	575	523	253
PA14_70590	93	57	73	108
PA14_70600,hupA	134	137	141	97
PA14_70620,rubB	131	234	335	256
PA14_70630,rubA2	59	63	64	69
PA14_70640,rubA1	44	40	71	45
PA14_70650,glcG	10	68	15	47
PA14_70670,glcF	14	185	35	82
PA14_70680,glcE	10	85	17	38
PA14_70690,glcD	30	253	48	190
PA14_70710,glcC	74	151	84	176
PA14_70720,ubiC	17	11	94	18
PA14_70730,ubiA	55	77	172	102
PA14_70740	43	186	90	190
PA14_70750,phoB	66	138	160	146
PA14_70760,phoR	49	112	128	134
PA14_70770	160	289	378	337
PA14_70780	111	162	133	118
PA14_70790	145	283	302	260
PA14_70800,phoU	96	170	185	178
PA14_70810,pstB	137	213	234	240
PA14_70830,pstA	52	185	148	184
PA14_70850,pstC	128	277	222	295
PA14_70860	129	318	210	206
PA14_70870,5S-rRNA	6	5	3	8
PA14_70880,23S-rRNA	646	1154	996	1498
PA14_70890	33	27	43	34
PA14_70900	53	45	55	50
PA14_70910,16S-rRNA	223	418	374	654
PA14_70920	109	100	119	168
PA14_70930	80	109	126	92
PA14_70940,betA	80	84	150	167
PA14_70950,betB	127	194	297	295
PA14_70970,betI	71	125	180	126
PA14_70980,betT1	19	15	16	91
PA14_71000	120	235	214	266
PA14_71020	82	125	105	140
PA14_71030	200	314	317	359
PA14_71060,sdaB	31	40	30	119
PA14_71070	75	146	148	118
PA14_71080	29	82	70	25
PA14_71090,yeiE	28	43	79	44
PA14_71100,yeiH	5	13	9	46
PA14_71110	3	2	3	11
PA14_71120	0	1	2	21
PA14_71140	2	4	12	21
PA14_71150	6	15	8	70
PA14_71160	4	9	7	82
PA14_71170	40	51	72	64
PA14_71180	7	24	35	39
PA14_71190	1	3	7	19
PA14_71200	14	23	19	62
PA14_71210	19	25	33	76
PA14_71220,cls	35	81	100	120
PA14_71230	5	27	18	34
PA14_71240	57	76	40	157
PA14_71250	30	30	13	96
PA14_71260	87	111	57	244
PA14_71280	25	35	33	87
PA14_71300,etfA-1	9	11	15	22
PA14_71310,etfB-1	8	10	18	40
PA14_71320	48	42	41	81
PA14_71330	20	23	24	40
PA14_71340	17	8	11	46
PA14_71350	6	8	3	28
PA14_71360	27	11	41	66
PA14_71370	2	3	10	10
PA14_71380	29	39	46	28
PA14_71390	63	142	129	93
PA14_71400	1	5	6	10
PA14_71410	84	112	108	153
PA14_71420	39	41	40	113
PA14_71430	96	225	279	139
PA14_71440,ltaA	183	249	338	271
PA14_71450	168	215	330	239
PA14_71460,glyA1	55	158	73	205
PA14_71470,soxB	38	44	35	102
